NRC;Periodo;Asignatura;Momento;Salon;Tipo;Id_Docente;Responsable;Sede_Docente;Ubicaci¢n;Tipo_Curso;Plantilla;Total_Alistamiento;Total_Ejecucion;Total_Curso;Valoracion;Email_Enviado
35-64825;202435;Electiva Cpc;2;B3-307;1;872553;COPD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64826;202435;An†lisis Financiero;1;B3-302;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64827;202435;Electiva Cpc;1;B3-306;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64828;202435;Costos II;1;SALA A;1;872553;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64829;202435;Electiva Cpc;2;B2-304;1;93362733;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64830;202435;Finanzas P£blicas;2;B3-304;1;685287;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64833;202435;Procedimiento Tributario;1;B2-303;1;356932;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64833;202435;Microeconom°a;1;B2-304;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64834;202435;Comun Escr y Procesos Lectores;3;B3-303;1;932047;TRAU;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-64835;202435;Comun Escr y Procesos Lectores;3;B2-303;1;932047;TRAU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-64836;202435;Comun Escr y Procesos Lectores;3;B2-302;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64837;202435;Fundamentos de Matem†ticas;1;SALA B;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64838;202435;Fundamentos de Matem†ticas;1;B3-303;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;33,35;83,35;Desempe§o Bueno;-
35-64839;202435;Fundamentos de Matem†ticas;1;B2-304;1;987846;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64840;202435;Comun Escr y Procesos Lectores;3;B3-307;1;838355;CSOD;IBA;IBA;PD;INNOVAME;35;40;75;Desempe§o Aceptable;SI
35-64843;202435;Comun Escr y Procesos Lectores;3;2;1;936393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64842;202435;Comun Escr y Procesos Lectores;3;3;1;764485;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64843;202435;Fundamentos de Matem†ticas;1;B2-304;1;845362;ADFU;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
35-64845;202435;Fundamentos de Matem†ticas;1;2;1;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64846;202435;Fundamentos de Matem†ticas;1;3;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64847;202435;Introducci¢n a la Administraci;1;B2-305;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64849;202435;Introducci¢n a la Administraci;1;B3-303;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64850;202435;Introducci¢n a la Administraci;1;B3-303;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64853;202435;Introducci¢n a la Administraci;1;B3-302;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64852;202435;Introducci¢n a la Administraci;1;6;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64853;202435;Introducci¢n a la Administraci;1;3;1;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64854;202435;Introducci¢n a la Investigacio;2;B2-304;1;782232;AEMD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64855;202435;Introducci¢n a la Investigacio;2;B2-304;1;782232;AEMD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64856;202435;Introducci¢n a la Investigacio;2;B2-305;1;986003;ISUM;IBA;IBA;PD;CRIBA;0;40;40;Desempe§o insatisfactorio;-
35-64857;202435;Introducci¢n a la Investigacio;2;B3-302;1;537748;AEMD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64858;202435;Introducci¢n a la Investigacio;2;2;1;266878;AEMD;LERIDA;NORTE;PD;;0;0;0;No evaluada;-
35-64859;202435;Introducci¢n a la Investigacio;2;3;1;479533;AEMD;LA DORADA;NORTE;PD;;0;0;0;No evaluada;-
35-64867;202435;Electiva Cpc;2;SALA A;1;802606;CSOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64873;202435;µlgebra Lineal;1;B3-303;1;279382;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64872;202435;Matem†ticas Financieras;1;B3-303;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;20;70;Desempe§o Aceptable;-
35-64873;202435;Electiva Cp;2;B3-303;1;486830;AETH;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64874;202435;Electiva Cpc;2;SALA B;1;532764;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64876;202435;C†lculo Diferencial e Integral;2;VIRTU;2;93383376;COPD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64877;202435;Fundam de Econom y Micro;1;VIRTU;2;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64878;202435;Introducci¢n a la Administrac;1;VIRTU;2;763528;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64879;202435;Introducci¢n de Investigaci¢n;2;VIRTU;2;435726;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64880;202435;C†tedra Minuto de Dios;3;VIRTU;2;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64883;202435;Periodismo Ciudadano;2;VIRTU;2;53930;CSOD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64882;202435;Prueba de Clasificaci¢n InglÇs;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64893;202435;Contabilidad Financiera V;2;SALA A;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64903;202435;Auditor°a y Control Interno;2;VIRTU;2;478373;ASOD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64904;202435;Compras y Suministros;1;VIRTU;2;478373;ASOD;IBA;IBA;PD;INNOVAME;50;45;95;Desempe§o Excelente;-
35-64930;202435;Electiva Cp;1;VIRTU;2;593385;ASOD;IBA;IBA;PD;CRIBA;50;22,8;72,8;Desempe§o Aceptable;SI
35-64933;202435;Electiva Cpc;2;VIRTU;2;593385;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64933;202435;Fundamentos de Matem†ticas;2;33;1;958058;ISUM;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64933;202435;Com Escrita y Proce Lect I;3;203;1;936393;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64932;202435;Ges Basi de la Informaci¢n;2;B2-303;1;676367;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64933;202435;Com Escrita y Proce Lect I;3;B3-307;1;535293;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-64974;202435;Ges Basi de la Informaci¢n;1;SALA A;1;984448;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64989;202435;Practica Profesional;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64990;202435;Opci¢n de Grado;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64993;202435;Electiva Cmd;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64992;202435;Estructura de un Plan Negocios;4;VIRTU;2;678568;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64993;202435;Pr†ctica de Profundizaci¢n III;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64994;202435;Opci¢n de Grado;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64995;202435;Resoluci¢n Conflictos;4;VIRTU;2;678568;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64996;202435;êtica Profesional;4;VIRTU;2;678568;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64997;202435;Innovaci¢n Creati Gene Ideas;4;VIRTU;2;678568;CED;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64998;202435;Pr†ctica Profesional;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64999;202435;Opci¢n de Grado;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-65000;202435;Estructura de un Plan Negocios;4;VIRTU;2;678568;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-65003;202435;Electiva Cpc;4;VIRTU;2;678568;CED;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
23-338;202423;Fundamentos Financieros;1;SALA A;1;593584;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-339;202423;Decisiones de Inversi¢n;2;SALA A;1;593584;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-340;202423;Mercado de Dinero y Capital;1;SALA A;1;738594;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-343;202423;Metodolog°a de la Investigaci¢;3;SALA A;1;823547;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-343;202423;Direccionamiento EstratÇgico;1;VIRTU;2;822592;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-344;202423;Gesti¢n del Riesgo Financiero;2;SALA B;1;738594;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-345;202423;Finanzas Corporativas;2;SALA B;1;593584;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-347;202423;Opci¢n de Grado;3;VIRTU;2;823547;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
23-56223;202423;Electiva Fintech;1;SALA B;1;823547;ESP;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
23-56225;202423;Direccionamiento EstratÇgico;2;VIRTU;2;833599;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56226;202423;Metodolog°a de la Investigaci¢;3;AUD;1;478259;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56227;202423;Medicina Preventiva y del Trab;1;AUD;1;987823;ESP;IBA;IBA;PD;INNOVAME;40;40;80;Desempe§o Bueno;SI
23-56228;202423;Legislaci¢n en Seguridad y Sal;2;AUD;1;866970;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56229;202423;Higiene y Seguridad Industrial;2;AUD;1;953947;ESP;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56230;202423;Metodolog°a de la Investigaci¢;3;38;1;732370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56233;202423;Medicina Preventiva y del Trab;2;38;1;452723;-;No Encontrada;-;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56232;202423;Legislaci¢n en Seguridad y Sal;2;38;1;739032;ESP;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56235;202423;Medicina Preventiva y del Trab;2;32;1;452723;-;No Encontrada;-;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56305;202423;Higiene y seguridad industrial;1;8;1;739032;ESP;LA DORADA;NORTE;PD;VACIO;0;0;0;No evaluada;SI
23-56237;202423;Higiene y Seguridad Industrial;2;8;1;739032;ESP;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56299;202423;Direccionamiento EstratÇgico;2;VIRTU;2;822592;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56303;202423;Direccionamiento EstratÇgico;2;VIRTU;2;822592;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56303;202423;Ergonom°a Laboral;2;B3-303;1;0;-;No Encontrada;-;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56304;202423;Gesti¢n en Seguridad y Salud E;1;B3-303;1;593385;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56335;202423;Competencias Gerenciales;2;VIRTU;2;846904;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56336;202423;Psicosociolog°a Aplicada al Tr;2;B3-303;1;538334;ESP;IBA;IBA;PD;;0;0;0;No evaluada;-
23-56337;202423;Auditor°a y Costos en Segurida;1;B3-303;1;490573;COPD;IBA;IBA;PD;INNOVAME;50;30;80;Desempe§o Bueno;-
23-56338;202423;Opci¢n de Grado;3;VIRTU;2;732370;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56339;202423;Competencias Gerenciales;2;VIRTU;2;805745;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56320;202423;Psicosociolog°a Aplicada al Tr;2;SALA 3;1;739032;ESP;LA DORADA;NORTE;PD;;0;0;0;No evaluada;-
23-56323;202423;Gesti¢n en Seguridad y Salud E;2;SALA 3;1;452723;-;No Encontrada;-;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56322;202423;Ergonom°a Laboral;1;SALA 3;1;948524;ESP;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
23-56323;202423;Auditor°a y Costos en Segurida;1;SALA 3;1;953947;ESP;IBA;IBA;PD;INNOVAME;35;30;65;Desempe§o insatisfactorio;SI
23-56324;202423;Opci¢n de Grado;3;VIRTU;2;732370;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56325;202423;Competencias Gerenciales;2;VIRTU;2;823547;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
23-56326;202423;Psicosociolog°a Aplicada al Tr;2;9;1;739032;ESP;LA DORADA;NORTE;PD;;0;0;0;No evaluada;-
23-56327;202423;Gesti¢n en Seguridad y Salud E;2;32;1;452723;-;No Encontrada;-;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
23-56328;202423;Ergonom°a Laboral;1;9;1;948524;ESP;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
23-56329;202423;Auditor°a y Costos en Segurida;1;9;1;953947;ESP;IBA;IBA;PD;INNOVAME;35;30;65;Desempe§o insatisfactorio;SI
23-56337;202423;Inducci¢n 2 Nuevos;3;VIRTU;2;85207;Mercadeo;IBA;IBA;PD;VACIO;0;0;0;No evaluada;-
85-3000;202485;Conceptos de Innovaci¢n Empres;3;SALA C;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;30;80;Desempe§o Bueno;-
85-3003;202485;Herramientas Efectivas Para La;3;VIRTU;2;799370;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
85-3002;202485;Gesti¢n de Oportunidades de Ne;3;VIRTU;2;435726;AEMD;IBA;IBA;PD;INNOVAME;30;35;65;Desempe§o insatisfactorio;-
85-3003;202485;Desarrollo de Modelos de Negoc;3;VIRTU;2;435726;AEMD;IBA;IBA;PD;INNOVAME;30;35;65;Desempe§o insatisfactorio;-
85-3004;202485;Dp en Marketing Digital e IAS;3;VIRTU;2;845364;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
85-3005;202485;M¢dulo 3 Selecci¢n y Capataci¢;3;B2-304;1;593438;ASOD;LA DORADA;NORTE;PD;INNOVAME;45;40;85;Desempe§o Bueno;-
85-3006;202485;M¢dulo 2 Elaboraci¢n de Manual;3;VIRTU;2;593438;ASOD;LA DORADA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-3007;202485;M¢dulo 3 Sistema de Gesti¢n;3;B2-304;1;593438;ASOD;LA DORADA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3008;202485;M¢dulo 4 Cuarta Revoluci¢n Ind;3;B2-304;1;593438;ASOD;LA DORADA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3009;202485;M¢dulo 3 Planificaci¢n Sg Sst;3;B2-302;1;433766;ASOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3030;202485;M¢dulo 4 Aplicaci¢n Sistema;3;B2-302;1;433766;ASOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3033;202485;M¢dulo 5 Auditor°a Revisi¢n;3;SALA B;1;433766;ASOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3032;202485;M¢dulo 6 Mejora Continua;3;B2-303;1;433766;ASOD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-3033;202485;Principios Gerenciales;3;VIRTU;2;833599;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-3024;202485;Modulo 3 2 y 3;3;VIRTU;2;335365;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-3025;202485;M¢dulo 7 8 y 9;3;VIRTU;2;335365;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-3026;202485;Modulo 3 Movimiento Educaci¢n;3;302;1;404250;LEID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
85-733;202485;Antropometr°a;3;VIRTU;2;948524;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-734;202485;Biomec†nica;3;VIRTU;2;877868;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-735;202485;Fundamentos de Ergonom°a;3;VIRTU;2;877868;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-736;202485;Direccionamiento EstratÇgico;3;VIRTU;2;987355;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-743;202485;Gerencia Conocimiento Tecnolog;3;VIRTU;2;822592;ESP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
85-742;202485;Principios Gerenciales;3;VIRTU;2;833599;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-744;202485;Competencias Gerenciales;3;VIRTU;2;538334;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-746;202485;Principios Gerenciales;3;VIRTU;2;738598;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-747;202485;Direccionamiento EstratÇgico;3;VIRTU;2;822592;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-748;202485;Metodolog°a de la Investigaci¢;3;VIRTU;2;823547;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-750;202485;Electiva;3;VIRTU;2;823547;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-873;202485;M¢dulo 3 Impuestos;3;VIRTU;2;950229;COPD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-874;202485;M¢dulo 2 Impuestos Directos;3;VIRTU;2;356932;COPD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-875;202485;Modulo 3 Fundamentos;3;VIRTU;2;676384;COPD;LERIDA;NORTE;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
85-876;202485;Modulo 2 Auditor°a;3;VIRTU;2;682740;COPD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-877;202485;M¢dulo 3 Definiciones Generale;3;VIRTU;2;872553;COPD;LERIDA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-878;202485;M¢dulo 2 Costos Conjuntos y Co;3;VIRTU;2;764484;COPD;LERIDA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-978;202485;Dp Op Talento Humano Desar Org;3;VIRTU;2;532764;ADFU;IBA;IBA;PD;CRIBA;49,23076923;35;84,23076923;Desempe§o Bueno;-
85-979;202485;Metodolog°a de la Investigaci¢;3;VIRTU;2;478259;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-980;202485;Tend Actu Dllo Hum en las Orga;3;VIRTU;2;538334;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-983;202485;Comp êtica Organ y Gest Cambio;3;VIRTU;2;593385;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-982;202485;Direccionamiento EstratÇgico;3;VIRTU;2;846904;ESP;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
85-992;202485;Dp Op Familia Infancia Adolesc;3;B2-303;1;985954;TRSO;IBA;IBA;PD;CRIBA;50;0;50;Desempe§o insatisfactorio;-
